artist,song,link,text
Michael Jackson,Best Of Joy (I Can't Make It),/m/michael+jackson/best+of+joy+i+cant+make+it_20897312.html,"I gave you joy, your best of joy  
I am the moonlight you are the spring, ours life's a sacred thing  
You know I always will love you, I am forever  
I am the one who came when you fell down  
I was the only one around (the only one)  
When things would hurt you  
I am forever, wasn't it I who said that you are free?  
Wonder if it seems so hard to be, and things would hurt you  
I am forever, I am forever  
We are forever, we are forever  
  
I am your friend, through thick and thin  
We need each other, we'll never part, our love is from the heart  
We never say I don't need you, We are forever  
I am the one who said that you are free  
Wonder if it seems so hard to be (the only one), and nothing would cheer you  
I am forever, wasn't it I who carried you around?  
When all the walls came tumbling down  
  
When things would hurt you  
I am forever, I am forever  
We are forever, we are forever  
You are the sun that lights up the sky, when things are shady  
Let come what may we do get by, I was the only one around (the only one)  
When things would hurt you  
We are forever, I am forever, we are forever, I am forever  
We are forever, we are forever, our love is strong  
We are forever, we are forever, oh right  
I am forever, we are forever, I am forever, we are forever, we are forever  
I am forever, I am forever

"
Michael Jackson,Billie Jean,/m/michael+jackson/billie+jean_20092703.html,"She was more like a beauty queen from a movie scene  
I said don't mind, but what do you mean, I am the one  
Who will dance on the floor in the round  
She said I am the one, who will dance on the floor in the round  
  
She told me her name was Billie Jean, as she caused a scene  
Then every head turned with eyes that dreamed of being the one  
Who will dance on the floor in the round  
  
People always told me be careful of what you do  
And don't go around breaking young girls' hearts  
And mother always told me be careful of who you love  
And be careful of what you do 'cause the lie becomes the truth  
  
Billie Jean is not my lover  
She's just a girl who claims that I am the one  
But the kid is not my son  
She says I am the one, but the kid is not my son  
  
For forty days and forty nights  
The law was on her side  
But who can stand when she's in demand  
Her schemes and plans  
'Cause we danced on the floor in the round  
So take my strong advice, just remember to always think twice  
(Don't think twice, don't think twice)  
  
She told my baby we'd danced till three, then she looked at me  
Then showed a photo my baby cried his eyes were like mine (oh, no!)  
'Cause we danced on the floor in the round, baby  
  
People always told me be careful of what you do  
And don't go around breaking young girls' hearts  
She came and stood right by me  
Just the smell of sweet perfume  
This happened much too soon  
She called me to her room  
  
Billie Jean is not my lover  
She's just a girl who claims that I am the one  
But the kid is not my son  
  
Billie Jean is not my lover  
She's just a girl who claims that I am the one  
But the kid is not my son  
She says I am the one, but the kid is not my son  
  
She says I am the one, but the kid is not my son  
  
Billie Jean is not my lover  
She's just a girl who claims that I am the one  
But the kid is not my son  
She says I am the one, but the kid is not my son  
  
She says I am the one,  
(you know what you did, (she says he is my son)breaking my heart babe)  
She says I am the one  
  
Billie Jean is not my lover  
Billie Jean is not my lover  
Billie Jean is not my lover  
Billie Jean is not my lover (don't Billie Jean)  
Billie Jean is not my lover  
Billie Jean is not my lover

"
Michael Jackson,Black Or White,/m/michael+jackson/black+or+white_20092658.html,"I took my baby on a Saturday bang  
Boy is that girl with you  
Yes we're one and the same  
  
Now I believe in miracles  
And a miracle has happened tonight  
  
But, if you're thinkin' about my baby  
It don't matter if you're black or white  
  
They print my message in the Saturday Sun  
I had to tell them I ain't second to none  
  
And I told about equality and it's true  
Either you're wrong or you're right  
  
But, if you're thinkin' about my baby  
It don't matter if you're black or white  
  
I am tired of this devil  
I am tired of this stuff  
I am tired of this business  
Sew when the going gets rough  
I ain't scared of your brother  
I ain'ts scared of no sheets  
I ain't scared of nobody  
Girl when the goin' gets mean  
  
Protection  
For gangs, clubs, and nations  
Causing grief in human relations  
It's a turf war on a global scale  
I'd rather hear both sides of the tale  
See, it's not about races  
Just places  
Faces  
Where your blood comes from  
Is were your space is  
I've seen the bright get duller  
I'm not going to spend my life being a color  
  
Don't tell me you agree with me  
When I saw you kicking dirt in my eye  
  
But, if you're thinkin' about my baby  
It don't matter if you're black or white  
  
I said if you're thinkin' of being my baby  
It don't matter if you're black or white  
  
I said if you're thinkin' of being my brother  
It don't matter if you're black or white  
  
Ooh, ooh  
Yea, yea, yea now  
Ooh, ooh  
Yea, yea, yea now  
  
It's black, it's white  
It's tough for them to get by  
It's black, it's white, (x3) whoo

"
Michael Jackson,Butterflies,/m/michael+jackson/butterflies_20092732.html,"All you gotta do is walk away and pass me by  
Don't acknowledge my smile when I try to say hello to you, yeah  
And all you gotta do is not answer my calls when  
I'm trying to get through  
To keep me wondering why, when all I can do is sigh  
I just want to touch you  
  
[Chorus]  
I just want to touch and kiss  
And I wish that I could be with you tonight  
You give me butterflies inside, inside and I  
  
All I gotta say is that I must be dreaming, can't be real  
You're not here with me, still I can feel you near me  
I caress you, let you taste us, just so blissful listen  
I would give you anything baby, just make my dreams come true  
Oh baby you give me butterflies  
  
[Chorus: x2]  
I just want to touch and kiss  
And I wish that I could be with you tonight  
You give me butterflies inside, inside and I  
  
If you would take my hand, baby I would show you  
Guide you to the light babe  
If you would be my love, baby I will love you, love you  
'Til the end of time  
  
[Chorus: x3]

"
Michael Jackson,Christmas Medly,/m/michael+jackson/christmas+medly_20661611.html,"Santa claus is coming to town (2x)  
You better watch out  
You better not cry  
You better not pout  
I'm telling you why  
Santa claus is coming to town (3x)  
He's making a list  
And checkin' it twice  
Gonna find out who's naughty and nice  
Santa claus is coming to town (3x)  
  
People making list  
Buying special gifts,  
Taking time to be kind to one and all  
It's the time of year  
When good friends are dear  
And you wish you could give more than just presents from the store  
Why don't you give love on christmas day (on christmas day)  
Oh, even the man who has everything  
Would be so happy if you would bring  
Give love on christmas day (on christmas day)  
No greater gift is there than love  
  
Someday at x'mas  
Men won't boys playin with bombs like kids play with toys  
One warm december our heart will see  
A world where men are free  
Someday at x'mas  
There'll be no wars when we have what x'mas is for  
When we have found what life's really worth  
There'll be peace on earth  
Someday at x'mas  
We'll see a land  
No hungry children no empty hand  
One happy morning People will share  
A world where people care  
  
I saw mommy kissing santa claus  
Underneath a mistle toe last night  
She didn't see me creep down the stairs to have a peep  
She tought that I was tucked up in my bedroom fast asleep  
Then I saw mommy tickle santa claus  
Underneath his beard so snowy white  
Oh what a laugh it would have been if daddy had only seen  
Mommy kissing santa claus last night  
  
Come they told me parapapampam (rapapampam)  
A new born king to see parapapampam (rapapampam)  
Our finest gifts to bring parapapampam (rapapampam)  
To lay before the king parapapampam rapapampam rapapampam  
Soul to honor him parapapampam (rapapampam)  
When we come (when we come)

"
Michael Jackson,Cinderella Stay Awhile,/m/michael+jackson/cinderella+stay+awhile_20092792.html,"Cinderella, stay awhile  
You're the one  
That's I'm lookin' for  
Cinderella, bring your smile  
  
All around me sunbeam's  
Start to fall  
Being my dear so near  
Please don't disappear  
Now that you are here  
Stay awhile  
  
Cinderella, I just know  
That the magic slipper's  
Going to fit  
Cinderella, do not go  
  
You're my princess  
I am sure of it  
This is love for sure  
Loving sweet and pure  
Love that will endure  
Stay awhile  
  
When you speak the angels all sing  
His is the kind og magic you bring  
  
Cinderella, stay awhile  
This is like a fairytale with you  
Cinderella, bring your smile  
  
All my fairy tales are coming true  
When my only fear  
Is being my dear so near  
Please don't disappear  
Stay awhile  
  
(Fairytales, make-believe and you)  
  
Cinderella, stay awhile  
Don't you go

"
Michael Jackson,Don't Let It Get You Down,/m/michael+jackson/dont+let+it+get+you+down_20092597.html,"Don't let it get you down  
When you're not on top  
Where else numbers two  
Let gets up and never stops, no  
Ain't double same, loving me bring me game  
Don't let it get you down, oh no  
  
Don't let it get you down  
When the cards are wrong  
Pick up and let them walked away  
Before you loose your heart  
  
(Don't regret, girl)  
Ain't double same, loving me bring me game  
Don't let it get you down  
(Oh, no)  
Oh, no  
  
Don't get mean  
Don't it seem like you know what I'm talking about  
Don't get me  
Let me be the one to straighten it out, girl  
  
(Don't let it get you down, oh no, don't let it)  
(Don't let it get you down, oh no, don't let it)  
Ain't double same  
Loving me bring me game  
  
Don't let it get you down  
I can make you sunshine, make you happy  
Ain't no clouds sky came out number me, yeah  
Don't let it get you down  
  
Don't let it get you down  
You can start again  
Now yesterday is gone  
Let tomorrow be your friend  
  
(Don't regret, girl)  
Hey, don't regret girl,  
Mama is still ahead  
Don't let it get you down,  
(Oh, no)  
Oh no  
  
Don't get mean  
Don't it seem like you know what I'm talking about  
Don't get me  
Let me be, be the one to straighten it out, girl  
I can't straighten it out, girl, yeah  
  
(Don't let it get you down)  
I can't straighten it out, girl, come on  
(Don't let it get you down)  
Don't let it, let it, let it...  
Don't let it get you down

"
Michael Jackson,Don't Say Goodbye Again,/m/michael+jackson/dont+say+goodbye+again_20486425.html,"Girl, don't you say  
Girl, don't you make  
Girl, don't you make  
Make me cry  
Make me cry  
  
You had my life  
In the palm of your hand  
Why you threw it away  
I'll never ever understand  
  
You took away the best part  
The best part of me  
You took away, you  
How cruel could you be?  
  
You're just another heartache  
I've got to learn to take  
You're just another habit  
I have to learn to break  
  
Am I alone again?  
Am I alone again?  
Am I alone, alone, alone?  
  
Don't say goodbye again  
Don't say goodbye again  
Don't make me cry, cry, cry  
Don't say goodbye again  
Don't say goodbye again  
Don't make me cry, cry, cry, again  
Again, again  
  
The more I try, the more you hurt me  
Why?  
Tell me why  
Tell me why  
  
I can take an Aspirin  
For a bad headache  
But what pill for loneliness can I take?  
  
I can seal to you  
Just like cellophane  
But I need you, baby  
Like a star needs fame  
  
You're not another habit  
I have to learn to break  
Let's try to patch it up  
Before it's too late  
  
I'm in love with you  
I'm in love with you  
I'm in love, in love, in love  
  
Don't say goodbye again  
Don't say goodbye again  
Don't make me cry, cry, cry  
Don't say goodbye again  
Don't say goodbye again  
Don't make me cry, cry, cry, again  
  
The more I try, the more you hurt me  
Why?  
Tell me why  
Tell me why  
  
The more I try, the more you hurt me  
Why?  
Tell me why  
Tell me why

"
Michael Jackson,D.S.,/m/michael+jackson/d+s_10179575.html,"They wanna get my ass  
Dead or alive  
You know he really tried to take me  
Down by surpriseI bet he missioned with the CIA  
He don't do half what he say  
  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
  
He out shock in every single way  
He'll stop at nothing just to get his political say  
He think he bad cause he's BSTA  
I bet he never had a social life anyway  
You think he brother with the KKK?  
I know his mother never taught himright anyway  
He want your vote just to remain TA.  
He don't do half what he say  
  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
  
Dom S. Sheldon is a cold man  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
  
Does he send letters to the FBI?  
Did he say to either do it or die?  
  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
  
Dom S. Sheldon is a cold man  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
Dom Sheldon is a cold man  
  
Dom S. Sheldon is a cold man  
[Ad lib fade]

"
Michael Jackson,Ease On Down The Road,/m/michael+jackson/ease+on+down+the+road_20092821.html,"Come on and  
  
Ease on down, ease on down the road  
Come on, ease on down  
Ease on down the road  
Don't you carry nothing  
That might be a load  
Come on, ease on down  
Ease on down the road  
  
Come on, ease on down, ease on down the road  
Come on, ease on down, ease on down the road  
Don't you carry nothing  
That might be a load  
Come on, ease on down, ease on down, down the road  
  
Pick your left foot up  
When your right foot's down  
Come on legs keep movin'  
Don't you lose no ground  
You just keep on keepin'  
On the road that you choose  
Don't you give up walkin'  
Cause you gave up shoes, no  
  
Ease on down, ease on down the road  
Come on, ease on down  
Ease on down the road  
Don't you carry nothing  
That might be a load  
Come on, ease on down  
Ease on down the road  
  
Cause there maybe times  
When you think you lost your mind  
And the steps you're takin'  
Leave you three, four steps behind  
But the road you're walking  
Might be long sometimes  
You just keep on steppin'  
And you'll just be fine, yeah  
  
Ease on down, ease on down the road  
Come on, ease on down  
Ease on down the road  
Don't you carry nothing  
That might be a load  
Come on, ease on down  
Ease on down the road  
  
Well there maybe times  
When you wish you wasn't born  
And you wake one morning  
Just to find your courage's gone  
But just know that feeling  
Only last a little while  
You stick with us  
And we'll show you how to smile, yeah  
  
Get 'em up, goin' down, ease on down  
Get 'em up, goin' down, ease on down  
Get 'em up, goin' down, ease on down  
Get 'em up, get 'em up ease on down

"
Michael Jackson,Enjoy Yourself,/m/michael+jackson/enjoy+yourself_20701427.html,"Enjoy yourself, enjoy yourself  
Enjoy yourself for me  
Enjoy yourself, enjoy yourself  
Enjoy yourself for me  
You better enjoy yourself  
You better enjoy yourself  
  
You sittin' over there  
Starin' into space  
While people are dancin'  
Dancin' all over the place  
  
You shouldn't worry  
About the things ou can't control  
Come on girl while the night is young  
Why don't you make yourself race  
Make yourself go  
  
Enjoy yourself, enjoy yourself  
Enjoy yourself for me  
Enjoy yourself, enjoy yourself  
Enjoy yourself for me  
  
Let's have some fun  
Let's have a good time you and me  
Sittin' there with your poked out  
Just as sweet as you can be  
  
Why don't you live  
Live the life you got  
Come on girl, let's get it  
While the feelin' is gettin' hot and hot  
  
Enjoy yourself, enjoy yourself  
Enjoy yourself for me  
Enjoy yourself, enjoy yourself  
Enjoy yourself for me  
  
Hey there girl, I've been watchin' you  
I can wipe away that frown  
Oh, you and I can get together  
We can tear the house down  
We can tear the house down  
We can tear the whole house down  
  
Enjoy yourself, enjoy yourself  
Enjoy yourself for me  
Enjoy yourself, enjoy yourself  
Enjoy yourself for me  
You better enjoy yourself  
You got to enjoy yourself  
  
(Enjoy yourself) Enjoy yourself  
(Get down, get down) Get on down  
(Enjoy yourself) Enjoy Yourself  
(Get down, get down) Get on down  
(Enjoy yourself) Enjoy yourself  
(Get down, get down) Just get on down  
(Enjoy yourself) Enjoy Yourself  
(Get down, get down) Just get on down  
  
(Come on) Come on  
(Come on) Come on  
(Come on) Come on (Come on)  
You can do it, you can do it  
You can do it, you can do it  
Hey, hey, hey  
Get on down  
  
(Enjoy yourself) Enjoy yourself  
(Get down, get down) Get on down  
(Enjoy yourself) Enjoy yourself  
(Get down, get down) Just get on down

"
Michael Jackson,Fall Again,/m/michael+jackson/fall+again+demo_20195157.html,"Feels like a fire that burns in my heart  
Every single moment that we spend apart  
I need you around for every day to start  
I haven't left you alone  
  
Something about you, starin' in your eyes  
And everything I'm looking for I seem to find  
All this time away is killing me inside  
I need your love in my life  
  
I wanna spend time till it ends  
I wanna fall with you again  
Like we did when we first met  
I wanna fall with you again  
  
We fought in a battle, nobody won  
now we face A mountain to be overcome  
You can't run away, the past is said and done  
I need us to carry on  
  
I wanna spend time till it ends  
I wanna fall with you again  
Like we did when we first met  
I wanna fall with you again  
  
You'll try everything  
You never thought would work before  
When you live, when you love, and you give them your all  
You can always give up some more  
  
Baby nothing means anything  
Unless you're here to share with me  
I can breathe, I can bleed, I can die in my sleep  
Cause you're always there in my dreams  
  
I wanna spend time till it ends  
I wanna fall with you again  
Like we did when we first met  
I wanna fall with you again  
  
I wanna spend time till it ends  
I wanna fall with you again  
Like we did when we first met  
I wanna fall with you again

"
Michael Jackson,For All Time,/m/michael+jackson/for+all+time_20486424.html,"Sun comes up on this new morning  
Shifting shadows, a songbird sings  
And if these words could have kept you happy  
  
I'd do anything  
  
And if you feel alone, I'll be your shoulder  
With a tender touch, you know so well  
Somebody once said, it's the soul that matters  
Baby, who can really tell,  
When two hearts belong so well  
  
Maybe the walls will tumble  
And sun may refuse to shine  
When I say, I love you  
Baby, you've gotta know  
(I don't know)  
That's for all time  
Baby you gotta know  
(I don't know)  
That's for all time  
  
Moon shines down on this good evening  
One warm kiss in this cold night air  
For this good love I'm receiving  
I'll go anywhere  
Just as long as you are there  
  
And maybe the walls will tumble  
Sun may refuse to shine  
When I say, I love you  
Baby, you've gotta know  
That's for all time  
(I don't know)  
Baby you gotta know  
(I don't know)  
That's for all time  
  
Oh... Oh, oh, oh...  
The sun in me  
Oh... Oh, oh, oh...  
All these words that young lovers say...  
  
And maybe the walls will crumble  
And sun may refuse to shine  
When I say, I need you  
Baby, you've gotta know  
That's for all time  
(I don't know)  
Baby you gotta know  
(I don't know)  
That's for all time  
  
Baby, you can never go  
Baby, you gotta know  
See that you never go  
That's for all time  
Baby, you never know  
(I don't know)  
That's for all time...

"
